Node,Community
0,5
1,9
2,8
3,4
4,5
5,14
6,3
7,3
8,10
9,2
10,9
11,7
12,17
13,10
14,7
15,11
16,4
17,1
18,8
19,16
20,6
21,15
22,15
23,12
24,17
25,11
26,1
27,17
28,0
29,2
30,2
31,4
32,0
33,5
34,6
35,0
36,1
37,8
38,3
39,14
40,1
41,6
42,4
43,16
44,2
45,1
46,8
47,6
48,2
49,2
50,7
51,2
52,4
53,5
54,11
55,10
56,7
57,2
58,2
59,4
60,3
61,11
62,18
63,2
64,14
65,10
66,13
67,0
68,4
69,17
70,0
71,11
72,16
73,0
74,14
75,1
76,0
77,3
78,7
79,0
80,6
81,8
82,17
83,5
84,8
85,7
86,13
87,2
88,3
89,15
90,12
91,18
92,7
93,6
94,7
95,17
96,14
97,0
98,2
99,0
100,8
101,12
102,7
103,0
104,6
105,10
106,12
107,3
108,1
109,13
110,6
111,17
112,5
113,2
114,0
115,7
116,2
117,6
118,3
119,4
120,6
121,4
122,1
123,16
124,4
125,0
126,4
127,5
128,5
129,1
130,3
131,16
132,0
133,0
134,5
135,10
136,12
137,2
138,5
139,0
140,5
141,14
142,8
143,3
144,1
145,1
146,3
147,13
148,7
149,16
150,14
151,6
152,2
153,1
154,13
155,17
156,12
157,3
158,8
159,5
160,1
161,3
162,0
163,1
164,0
165,0
166,10
167,2
168,2
169,15
170,1
171,9
172,5
173,7
174,17
175,4
176,9
177,5
178,1
179,1
180,4
181,8
182,1
183,8
184,4
185,2
186,11
187,10
188,12
189,16
190,0
191,9
192,2
193,11
194,9
195,3
196,5
197,1
198,8
199,11
200,2
201,16
202,3
203,12
204,9
205,7
206,0
207,4
208,12
209,8
210,1
211,13
212,14
213,6
214,5
215,9
216,3
217,10
218,1
219,1
220,5
221,7
222,12
223,0
224,4
225,1
226,6
227,2
228,4
229,0
230,2
231,5
232,2
233,1
234,9
235,17
236,1
237,13
238,6
239,4
240,9
241,10
242,2
243,2
244,12
245,12
246,6
247,3
248,3
249,10
250,7
251,8
252,7
253,9
254,13
255,4
256,12
257,9
258,5
259,7
260,17
261,9
262,7
263,3
264,2
265,7
266,15
267,1
268,9
269,8
270,3
271,7
272,19
273,7
274,8
275,7
276,11
277,1
278,3
279,14
280,16
281,3
282,4
283,15
284,2
285,3
286,5
287,9
288,4
289,17
290,2
291,11
292,5
293,0
294,0
295,0
296,7
297,6
298,0
299,6
300,9
301,6
302,5
303,8
304,2
305,0
306,2
307,4
308,4
309,9
310,3
311,12
312,16
313,8
314,11
315,18
316,5
317,1
318,0
319,1
320,0
321,10
322,8
323,17
324,5
325,10
326,0
327,0
328,1
329,8
330,17
331,5
332,3
333,12
334,9
335,10
336,5
337,3
338,1
339,15
340,3
341,11
342,1
343,15
344,2
345,7
346,13
347,9
348,7
349,7
350,5
351,2
352,5
353,4
354,4
355,4
356,14
357,12
358,5
359,1
360,8
361,4
362,6
363,3
364,12
365,9
366,6
367,4
368,2
369,0
370,6
371,0
372,3
373,3
374,3
375,2
376,10
377,2
378,10
379,10
380,4
381,4
382,8
383,9
384,2
385,6
386,5
387,7
388,11
389,0
390,15
391,15
392,5
393,17
394,1
395,5
396,4
397,10
398,10
399,16
400,4
401,4
402,1
403,3
404,5
405,9
406,1
407,4
408,1
409,0
410,16
411,1
412,3
413,4
414,17
415,1
416,5
417,7
418,7
419,14
420,13
421,16
422,3
423,0
424,16
425,7
426,0
427,1
428,2
429,3
430,1
431,15
432,14
433,7
434,0
435,6
436,1
437,0
438,0
439,12
440,3
441,1
442,13
443,17
444,7
445,2
446,15
447,0
448,3
449,2
450,0
451,0
452,11
453,3
454,9
455,7
456,3
457,6
458,8
459,5
460,3
461,1
462,13
463,4
464,7
465,10
466,10
467,3
468,4
469,5
470,7
471,3
472,9
473,0
474,13
475,9
476,6
477,5
478,13
479,1
480,9
481,7
482,2
483,18
484,18
485,1
486,16
487,3
488,0
489,10
490,3
491,2
492,9
493,2
494,5
495,6
496,0
497,10
498,6
499,16
500,9
501,7
502,5
503,2
504,11
505,1
506,2
507,5
508,6
509,8
510,10
511,3
512,7
513,4
514,14
515,0
516,10
517,8
518,17
519,14
520,9
521,13
522,14
523,1
524,2
525,14
526,13
527,4
528,7
529,2
530,18
531,14
532,1
533,0
534,7
535,0
536,6
537,1
538,14
539,18
540,15
541,10
542,2
543,3
544,0
545,1
546,15
547,9
548,6
549,12
550,14
551,16
552,10
553,10
554,2
555,0
556,9
