Node,Community
0,0
1,8
2,7
3,7
4,4
5,0
6,1
7,1
8,1
9,3
10,0
11,15
12,2
13,6
14,16
15,18
16,3
17,13
18,6
19,3
20,8
21,4
22,13
23,8
24,2
25,0
26,4
27,10
28,12
29,10
30,14
31,8
32,4
33,12
34,4
35,17
36,0
37,6
38,1
39,17
40,2
41,6
42,17
43,10
44,12
45,0
46,14
47,12
48,13
49,9
50,4
51,14
52,13
53,17
54,0
55,2
56,13
57,10
58,16
59,16
60,10
61,3
62,16
63,16
64,11
65,10
66,1
67,9
68,7
69,10
70,5
71,10
72,3
73,0
74,6
75,1
76,11
77,17
78,6
79,14
80,9
81,3
82,3
83,0
84,5
85,0
86,1
87,19
88,2
89,13
90,6
91,13
92,1
93,8
94,15
95,3
96,6
97,8
98,13
99,7
100,3
101,16
102,18
103,4
104,10
105,7
106,13
107,9
108,2
109,10
110,1
111,18
112,1
113,5
114,8
115,0
116,5
117,3
118,8
119,9
120,1
121,7
122,15
123,15
124,13
125,13
126,11
127,14
128,12
129,13
130,4
131,8
132,18
133,9
134,0
135,11
136,14
137,11
138,3
139,0
140,8
141,7
142,4
143,9
144,0
145,6
146,2
147,11
148,2
149,16
150,1
151,9
152,14
153,11
154,9
155,4
156,12
157,11
158,5
159,12
160,0
161,5
162,2
163,11
164,0
165,12
166,3
167,5
168,1
169,0
170,1
171,3
172,1
173,5
174,0
175,0
176,6
177,11
178,5
179,2
180,0
181,0
182,3
183,1
184,8
185,15
186,12
187,2
188,18
189,0
190,3
191,1
192,19
193,8
194,1
195,10
196,1
197,7
198,2
199,5
200,0
201,11
202,3
203,2
204,4
205,8
206,14
207,5
208,12
209,4
210,3
211,8
212,15
213,2
214,8
215,8
216,15
217,5
218,3
219,0
220,1
221,8
222,11
223,8
224,6
225,1
226,11
227,0
228,10
229,3
230,2
231,15
232,6
233,3
234,10
235,14
236,11
237,11
238,3
239,6
240,1
241,16
242,8
243,19
244,5
245,9
246,1
247,14
248,6
249,10
250,3
251,5
252,1
253,0
254,0
255,3
256,14
257,5
258,13
259,5
260,10
261,3
262,6
263,17
264,0
265,5
266,3
267,2
268,6
269,4
270,18
271,1
272,17
273,10
274,7
275,0
276,2
277,16
278,4
279,4
280,3
281,2
282,14
283,15
284,16
285,10
286,19
287,4
288,6
289,1
290,17
291,1
292,3
293,1
294,9
295,17
296,3
297,18
298,4
299,10
300,0
301,4
302,4
303,2
304,10
305,0
306,14
307,4
308,0
309,0
310,15
311,5
312,16
313,9
314,2
315,7
316,1
317,17
318,2
319,10
320,1
321,12
322,2
323,2
324,10
325,4
326,1
327,3
328,1
329,2
330,3
331,0
332,4
333,0
334,3
335,1
336,5
337,7
338,10
339,0
340,12
341,0
342,18
343,0
344,1
345,1
346,2
347,20
348,2
349,18
350,1
351,4
352,17
353,5
354,9
355,7
356,0
357,10
358,0
359,8
360,1
361,9
362,15
363,9
364,1
365,7
366,3
367,0
368,9
369,4
370,3
371,9
372,11
373,4
374,4
375,5
376,4
377,3
378,8
379,1
380,8
381,1
382,8
383,6
384,5
385,0
386,1
387,2
388,2
389,2
390,0
391,9
392,6
393,0
394,1
395,1
396,4
397,1
398,2
399,19
400,3
401,7
402,4
403,2
404,0
405,4
406,2
407,4
408,4
409,0
410,6
411,0
412,7
413,1
414,3
415,2
416,1
417,4
418,12
419,2
420,0
421,15
422,7
423,1
424,9
425,1
426,0
427,2
428,15
429,2
430,1
431,7
432,2
433,1
434,2
435,1
436,11
437,0
438,1
439,8
440,15
441,9
442,7
443,1
444,7
445,10
446,10
447,12
448,6
449,1
450,1
451,9
452,2
453,1
454,3
455,1
456,0
457,3
458,0
459,11
460,5
461,8
462,8
463,2
464,9
465,11
466,3
467,5
468,14
469,3
470,9
471,11
472,0
473,11
474,0
475,2
476,5
477,11
478,4
479,0
480,10
481,1
482,0
483,0
484,10
485,6
486,3
487,17
488,9
489,0
490,5
491,11
492,4
493,0
494,2
495,9
496,2
497,10
498,3
499,2
500,1
501,3
502,4
503,16
504,5
505,0
506,1
507,1
508,10
509,15
510,9
511,1
512,10
513,2
514,4
515,4
516,8
517,2
518,1
519,14
520,4
521,17
522,2
523,5
524,4
525,1
526,0
527,6
528,19
529,7
530,9
531,16
532,4
533,10
534,10
535,12
536,7
537,5
538,7
539,15
540,16
541,12
542,4
543,15
544,10
545,0
546,13
547,8
548,10
549,7
550,17
551,16
552,1
553,7
554,3
555,2
556,4
557,0
558,14
559,6
560,11
561,0
562,5
563,17
564,8
565,0
566,16
567,17
568,3
569,5
570,10
571,8
572,9
573,17
574,0
575,4
576,3
577,1
578,19
579,14
580,7
581,0
582,0
583,0
584,3
585,0
586,16
587,3
588,18
589,17
590,3
591,6
592,6
593,3
594,14
595,5
596,16
597,17
598,4
599,3
600,15
601,11
602,13
603,3
604,15
605,18
606,12
607,16
608,14
609,13
