Node,Community
0,15
1,3
2,13
3,0
4,5
5,4
6,13
7,11
8,4
9,6
10,7
11,11
12,0
13,16
14,3
15,5
16,5
17,13
18,5
19,6
20,8
21,0
22,1
23,12
24,0
25,12
26,0
27,13
28,5
29,5
30,17
31,3
32,2
33,13
34,8
35,1
36,12
37,14
38,3
39,3
40,7
41,2
42,10
43,16
44,9
45,2
46,2
47,1
48,4
49,5
50,5
51,0
52,4
53,5
54,7
55,12
56,7
57,4
58,0
59,13
60,9
61,4
62,8
63,7
64,1
65,6
66,8
67,15
68,7
69,11
70,0
71,6
72,7
73,7
74,4
75,3
76,17
77,6
78,4
79,0
80,7
81,0
82,16
83,2
84,18
85,3
86,18
87,5
88,0
89,0
90,1
91,4
92,12
93,1
94,10
95,4
96,10
97,1
98,18
99,4
100,7
101,18
102,7
103,7
104,8
105,1
106,1
107,0
108,7
109,6
110,9
111,3
112,2
113,4
114,10
115,5
116,14
117,14
118,0
119,2
120,17
121,18
122,1
123,16
124,2
125,17
126,2
127,4
128,15
129,4
130,8
131,12
132,0
133,15
134,13
135,2
136,16
137,3
138,2
139,3
140,4
141,1
142,4
143,9
144,3
145,17
146,14
147,9
148,2
149,1
150,0
151,2
152,1
153,3
154,0
155,1
156,5
157,2
158,10
159,3
160,0
161,12
162,2
163,16
164,2
165,0
166,8
167,18
168,0
169,3
170,4
171,2
172,4
173,5
174,13
175,6
176,1
177,11
178,2
179,14
180,5
181,14
182,0
183,11
184,3
185,9
186,0
187,3
188,9
189,3
190,1
191,0
192,1
193,12
194,9
195,1
196,6
197,4
198,9
199,5
200,12
201,17
202,2
203,1
204,9
205,3
206,6
207,1
208,8
209,7
210,10
211,6
212,1
213,6
214,10
215,6
216,2
217,2
218,1
219,11
220,14
221,0
222,3
223,8
224,9
225,2
226,5
227,0
228,10
229,5
230,17
231,2
232,2
233,3
234,3
235,7
236,6
237,10
238,16
239,5
240,1
241,9
242,0
243,2
244,8
245,9
246,4
247,12
248,18
249,2
250,15
251,4
252,8
253,4
254,12
255,16
256,11
257,3
258,11
259,17
260,2
261,7
262,0
263,7
264,7
265,4
266,0
267,5
268,13
269,0
270,7
271,4
272,0
273,4
274,13
275,11
276,8
277,13
278,5
279,4
280,1
281,10
282,7
283,0
284,13
285,1
286,3
287,2
288,7
289,10
290,11
291,6
292,14
293,3
294,7
295,6
296,7
297,6
298,0
299,2
300,0
301,0
302,6
303,15
304,1
305,8
306,12
307,9
308,5
309,9
310,7
311,7
312,3
313,11
314,1
315,3
316,4
317,6
318,4
319,8
320,2
321,16
322,5
323,12
324,2
325,11
326,0
327,14
328,18
329,0
330,2
331,5
332,1
333,0
334,11
335,6
336,1
337,6
338,6
339,4
340,6
341,9
342,5
343,2
344,5
345,3
346,17
347,0
348,0
349,0
350,1
351,4
352,5
353,8
354,1
355,0
356,9
357,0
358,17
359,8
360,1
361,0
362,3
363,0
364,4
365,5
366,0
367,4
368,9
369,2
370,3
371,3
372,13
373,4
374,8
375,10
376,14
377,9
378,14
379,14
380,12
381,7
382,12
383,0
384,7
385,4
386,3
387,16
388,8
389,6
390,2
391,11
392,4
393,0
394,17
395,6
396,9
397,9
398,9
399,0
400,1
401,14
402,18
403,11
404,12
405,1
406,11
407,1
408,2
409,4
410,2
411,13
412,9
413,5
414,2
415,18
416,16
417,1
418,12
419,7
420,1
421,4
422,0
423,2
424,2
425,16
426,3
427,6
428,13
429,0
430,12
431,16
432,4
433,5
434,1
435,6
436,7
437,0
438,14
439,5
440,6
441,18
442,5
443,0
444,10
445,8
446,2
447,5
448,4
449,5
450,18
451,6
452,15
453,2
454,13
455,2
456,12
457,15
458,14
459,1
460,15
461,10
462,3
463,1
464,1
465,15
466,2
467,2
468,6
469,6
470,11
471,0
472,10
473,6
474,7
475,0
476,4
477,9
478,3
479,3
480,1
481,4
482,10
483,12
484,1
485,5
486,7
487,7
488,17
489,9
490,0
491,11
492,1
493,14
494,14
495,13
496,14
497,8
498,0
499,3
500,4
501,1
502,4
503,2
504,2
505,3
506,0
507,6
508,2
509,1
510,5
511,0
512,2
513,3
514,10
515,1
516,10
517,10
518,6
519,3
520,0
521,3
522,8
523,8
524,6
525,1
526,7
527,3
528,8
529,9
530,17
531,5
532,1
533,1
534,0
535,11
536,4
537,17
538,7
539,3
540,5
541,0
542,8
543,1
544,3
545,4
546,3
547,3
548,4
549,12
550,7
551,11
552,4
553,11
554,7
555,6
556,8
557,2
558,11
559,9
560,2
561,15
562,9
563,16
564,10
565,8
566,11
567,0
568,17
569,8
570,10
571,2
572,3
573,13
574,3
575,0
576,18
577,5
578,5
579,1
580,7
581,12
582,3
583,11
584,1
585,18
586,10
587,15
588,6
589,11
590,7
591,12
592,13
593,11
594,1
595,2
596,9
597,4
598,0
599,7
600,18
601,4
602,7
603,4
604,5
605,13
606,8
607,2
608,2
609,2
610,7
611,0
612,1
613,2
614,13
615,6
616,5
617,7
618,9
619,9
620,12
621,8
622,10
623,3
624,2
625,10
626,5
627,1
628,15
629,9
630,0
631,18
632,5
633,4
634,2
635,3
636,4
637,15
638,1
639,13
640,7
641,8
642,2
643,6
644,0
645,0
646,3
647,8
648,10
649,3
650,6
651,6
652,1
653,1
654,3
655,8
656,15
657,0
658,3
659,14
660,7
661,1
662,5
663,3
664,1
665,10
666,10
667,0
668,1
669,17
670,2
671,0
672,1
673,1
674,0
675,0
676,2
677,3
678,19
679,4
680,9
681,1
682,6
683,2
684,2
685,5
686,2
687,9
688,0
689,8
690,0
691,8
692,0
693,0
694,0
695,5
696,3
697,12
698,0
699,11
700,14
701,5
702,2
703,3
704,6
705,14
706,0
707,3
708,9
709,5
710,0
711,7
712,9
713,1
714,16
715,0
716,6
717,7
718,2
719,3
720,12
721,4
722,7
723,2
724,4
725,3
726,16
727,18
728,7
729,0
730,16
731,10
732,0
733,2
734,12
735,14
736,6
737,12
738,5
739,3
740,3
741,1
742,0
743,10
744,2
745,9
746,2
747,5
748,7
749,11
750,4
751,2
752,4
753,1
754,9
755,12
756,1
757,10
758,0
759,11
760,6
761,2
762,5
763,8
764,10
765,10
766,1
767,1
768,0
769,6
770,0
771,0
772,3
773,20
774,16
775,6
776,5
777,4
778,3
779,13
780,5
781,2
782,3
783,5
784,6
785,6
786,0
787,11
788,4
789,10
790,0
791,6
792,4
793,2
794,5
795,17
796,17
797,12
798,12
799,4
800,10
801,6
802,9
803,8
804,2
805,2
806,6
807,11
808,0
809,1
810,3
811,18
812,11
813,2
814,4
815,1
816,3
817,4
818,4
819,0
820,8
821,9
822,7
823,0
824,17
825,13
826,3
827,1
828,7
829,8
830,3
831,4
