0	1.0
1	0.9993418887792037	0.0003290556103981573
2	0.9895128552097429	0.0035520974289580515
3	0.9569427632716583	0.008991872730416739
4	0.8861906487857919	0.016129032258064516
5	0.8201087975989495	0.016694803976739822
6	0.768062317429406	0.017332035053554042
7	0.6784977300866695	0.02373091209244738
8	0.6699210635646032	0.023888658080598254
9	0.6672226855713094	0.023978315262718933
10	0.6659005432511492	0.024028416213957376
11	0.662751677852349	0.024119127516778523
12	0.6602860748843079	0.024190155658392932
13	0.6595744680851063	0.02422582683800295
14	0.6576006746784735	0.024246257642842082
15	0.6571729957805907	0.024261603375527425
